area_sqft,bedrooms,bathrooms,floor_number,total_floors,balcony,parking,lift,security,gym,power_backup,latitude,longitude,dist_city_center_km,dist_infocity_km,dist_kiit_km,dist_airport_km,dist_khandagiri_km,dist_sum_hospital_km,dist_railway_station_km,dist_it_park_km,rent,furnishing_semi-furnished,furnishing_unfurnished,property_type_builder_floor,property_type_independent_house,property_type_studio,property_type_villa,locality_count,luxury_score,amenity_count,floor_ratio,rooms_per_sqft,parking_to_area
690,2,1,2,10,0,1,1,1,1,1,20.36651,85.82666,7.832,1.668,0.897,13.654,11.955,7.477,11.476,2.503,24500,False,False,False,False,False,False,104,1.0,5,0.2,0.0043478260869565,0.0014492753623188
972,1,1,11,13,1,2,1,1,0,0,20.33407,85.78085,6.208,4.328,5.311,10.731,7.014,4.727,9.73,3.693,25000,False,False,False,False,False,False,31,0.95,5,0.8461538461538461,0.0020576131687242,0.0020576131687242
475,1,1,0,6,0,1,1,1,0,1,20.30476,85.81564,1.335,6.004,6.069,6.76,5.775,0.744,5.049,4.816,17000,False,False,False,False,False,False,63,0.75,4,0.0,0.0042105263157894,0.0021052631578947
1106,1,1,4,15,0,0,1,1,0,0,20.29228,85.83854,1.525,7.851,7.529,5.788,7.2,3.177,3.187,6.744,30500,False,False,False,False,True,False,34,0.55,2,0.2666666666666666,0.0018083182640144,0.0
1316,2,1,15,19,2,1,1,1,0,1,20.28451,85.8559,3.519,9.384,8.876,6.007,8.748,5.173,3.088,8.358,21500,False,True,False,False,False,False,33,0.75,6,0.7894736842105263,0.0022796352583586,0.0007598784194528
1776,3,2,7,17,2,2,1,1,0,1,20.29928,85.80702,1.857,6.637,6.854,6.249,4.696,0.343,4.998,5.453,40500,True,False,False,False,True,False,68,0.95,7,0.4117647058823529,0.0028153153153153,0.0011261261261261
1354,2,2,2,14,2,1,1,1,1,0,20.31209,85.80599,2.624,5.234,5.53,7.671,5.672,1.268,6.241,4.059,33000,True,False,False,False,False,False,63,1.0,6,0.1428571428571428,0.0029542097488921,0.000738552437223
685,1,1,4,11,1,1,1,1,0,0,20.33612,85.81098,4.668,2.52,2.879,10.268,8.204,3.886,8.475,1.338,14000,False,True,False,False,False,False,29,0.75,4,0.3636363636363636,0.002919708029197,0.0014598540145985
1268,2,1,5,17,0,0,1,1,0,0,20.36301,85.84053,7.625,2.91,1.738,13.444,12.372,7.592,11.052,3.32,19500,False,True,False,False,False,False,35,0.55,2,0.2941176470588235,0.002365930599369,0.0
1495,3,2,5,5,1,2,1,1,0,1,20.28967,85.85841,3.608,9.019,8.451,6.613,9.117,5.249,3.696,8.031,29000,False,False,True,False,False,False,33,0.95,6,1.0,0.0033444816053511,0.0013377926421404
750,1,1,3,13,1,2,1,0,1,1,20.35167,85.84728,6.62,3.658,2.5,12.361,11.804,6.851,9.849,3.597,19000,False,True,False,False,False,False,43,0.95,6,0.2307692307692307,0.0026666666666666,0.0026666666666666
1682,3,3,14,16,2,1,1,0,1,0,20.29625,85.84736,2.384,7.814,7.342,6.577,8.214,3.976,3.799,6.779,26500,True,False,False,True,False,False,30,0.75,5,0.875,0.0035671819262782,0.0005945303210463
1250,2,2,14,15,1,1,1,1,0,0,20.37887,85.82571,9.204,2.605,2.246,15.02,13.145,8.798,12.854,3.679,23500,True,False,False,False,False,False,35,0.75,4,0.9333333333333332,0.0032,0.0008
1238,2,1,13,13,1,1,1,0,1,0,20.31787,85.82732,2.439,4.779,4.55,8.274,7.652,2.617,6.096,3.668,26000,False,True,False,False,False,False,68,0.75,4,1.0,0.0024232633279483,0.0008077544426494
914,1,1,10,10,1,1,1,1,0,0,20.30899,85.7846,4.401,6.271,6.918,8.013,4.346,2.747,7.378,5.252,20500,False,True,False,False,False,False,43,0.75,4,1.0,0.0021881838074398,0.0010940919037199
2267,3,3,3,10,2,0,1,0,1,0,20.30044,85.83062,0.8,6.734,6.51,6.417,6.804,2.194,4.128,5.598,50500,True,False,False,False,False,False,68,0.55,4,0.3,0.0026466696074106,0.0
1099,2,1,0,18,0,1,1,1,0,0,20.28223,85.83125,1.695,8.713,8.532,4.477,6.173,3.09,2.127,7.557,23500,False,False,False,False,False,False,33,0.75,3,0.0,0.002729754322111,0.0009099181073703
433,1,1,3,17,1,1,1,1,0,0,20.29456,85.85188,2.861,8.204,7.682,6.652,8.601,4.471,3.797,7.194,13500,False,False,False,False,False,False,34,0.75,4,0.1764705882352941,0.0046189376443418,0.0023094688221709
2112,3,3,7,7,2,0,1,0,0,1,20.28505,85.83006,1.359,8.38,8.21,4.74,6.122,2.789,2.462,7.222,27000,False,True,False,False,False,False,33,0.3,4,1.0,0.002840909090909,0.0
643,1,1,10,10,0,2,1,1,0,0,20.35345,85.79201,7.221,2.265,3.437,12.464,9.332,6.093,10.997,2.271,14500,False,True,False,False,False,False,31,0.95,4,1.0,0.0031104199066874,0.0031104199066874
346,1,1,15,15,1,1,1,0,0,0,20.27846,85.78935,4.158,9.257,9.646,4.847,1.858,3.295,5.165,8.116,8500,True,False,False,False,False,False,36,0.5,3,1.0,0.0057803468208092,0.0028901734104046
873,1,1,6,8,0,1,1,0,0,1,20.36107,85.82679,7.228,1.462,0.356,13.051,11.43,6.894,10.872,2.044,27000,True,False,False,True,False,False,91,0.5,3,0.75,0.0022909507445589,0.0011454753722794
3069,4,4,7,12,3,1,1,1,0,1,20.27917,85.85008,3.265,9.652,9.237,5.161,8.065,4.881,2.242,8.575,35500,False,True,True,False,False,False,47,0.75,7,0.5833333333333334,0.0026067122841316,0.0003258390355164
855,1,1,13,17,1,0,1,1,0,0,20.34819,85.8181,5.83,1.284,1.346,11.585,9.738,5.3,9.585,0.532,21500,False,True,False,True,False,False,104,0.55,3,0.7647058823529411,0.0023391812865497,0.0
730,2,1,15,18,2,1,1,1,0,1,20.29916,85.80618,1.941,6.659,6.891,6.252,4.622,0.423,5.041,5.477,16000,False,True,False,True,False,False,63,0.75,6,0.8333333333333334,0.0041095890410958,0.0013698630136986
1516,3,2,10,16,3,1,1,0,0,0,20.37598,85.81832,8.906,2.0,2.027,14.676,12.544,8.365,12.625,3.16,31500,False,True,False,False,False,False,91,0.5,5,0.625,0.0032981530343007,0.0006596306068601
1559,3,2,14,16,1,2,1,0,1,1,20.29811,85.79933,2.634,6.886,7.23,6.318,4.031,1.125,5.432,5.728,46500,True,False,False,False,False,True,63,0.95,6,0.875,0.0032071840923669,0.0012828736369467
1484,2,2,0,15,0,2,1,0,0,0,20.35268,85.82427,6.291,1.352,0.67,12.103,10.49,5.925,9.973,1.285,35500,False,True,False,False,False,False,104,0.7,3,0.0,0.0026954177897574,0.0013477088948787
411,1,1,12,12,1,0,1,0,1,0,20.29413,85.79393,3.196,7.45,7.856,6.105,3.326,1.813,5.566,6.312,13000,False,True,False,False,False,True,63,0.55,3,1.0,0.0048661800486618,0.0
452,1,1,3,19,1,1,1,0,1,0,20.28707,85.84575,2.433,8.666,8.267,5.607,7.765,4.084,2.779,7.587,11000,False,True,False,False,False,False,30,0.75,4,0.1578947368421052,0.0044247787610619,0.0022123893805309
1857,3,2,12,12,2,0,1,1,1,0,20.35189,85.82288,6.206,1.278,0.776,12.009,10.341,5.804,9.906,1.117,49500,True,False,False,False,False,False,91,0.8,5,1.0,0.0026925148088314,0.0
1230,2,2,6,12,1,1,1,1,0,0,20.35655,85.8231,6.723,1.08,0.28,12.527,10.804,6.314,10.416,1.419,31000,False,True,False,False,False,False,104,0.75,4,0.5,0.0032520325203252,0.0008130081300813
1371,2,2,12,12,1,0,1,1,0,0,20.29722,85.81006,1.511,6.843,7.0,5.973,4.798,0.445,4.624,5.655,33500,True,False,False,False,False,False,68,0.55,3,1.0,0.0029175784099197,0.0
1468,2,2,9,13,0,2,1,0,1,1,20.28618,85.80497,2.316,8.107,8.317,4.877,3.699,1.739,4.114,6.925,34000,False,True,False,False,True,False,63,0.95,5,0.6923076923076923,0.0027247956403269,0.0013623978201634
681,1,1,15,19,0,0,1,1,0,0,20.38331,85.8379,9.797,3.772,3.072,15.632,14.155,9.595,13.301,4.707,12500,False,True,False,True,False,False,35,0.55,2,0.7894736842105263,0.0029368575624082,0.0
1819,3,3,13,13,2,2,1,1,0,1,20.36351,85.82912,7.511,1.764,0.72,13.341,11.786,7.221,11.124,2.408,48000,True,False,False,False,False,False,91,0.95,7,1.0,0.0032985156679494,0.0010995052226498
691,1,1,15,19,0,0,1,0,0,0,20.27,85.83774,3.214,10.195,9.959,3.562,6.734,4.544,0.716,9.049,10500,False,True,False,False,False,False,33,0.3,1,0.7894736842105263,0.0028943560057887,0.0
766,1,1,14,14,0,1,1,1,1,1,20.27658,85.84237,2.861,9.631,9.32,4.438,7.238,4.379,1.566,8.512,18500,True,False,False,False,False,False,47,1.0,5,1.0,0.0026109660574412,0.0013054830287206
723,1,1,9,11,1,2,1,0,1,0,20.2984,85.82303,0.298,6.786,6.707,6.074,6.002,1.435,4.099,5.614,26000,True,False,False,False,False,True,42,0.95,5,0.8181818181818182,0.0027662517289073,0.0027662517289073
2451,3,3,11,19,2,1,1,0,1,1,20.30038,85.83355,1.057,6.83,6.553,6.481,7.071,2.499,4.089,5.712,61000,False,False,False,False,False,False,68,0.75,6,0.5789473684210527,0.0024479804161566,0.0004079967360261
1030,2,1,15,15,0,1,1,0,0,1,20.371,85.82469,8.329,1.832,1.368,14.14,12.308,7.919,11.992,2.833,21500,False,True,False,True,False,False,91,0.5,3,1.0,0.0029126213592233,0.0009708737864077
1587,2,2,5,5,1,2,1,0,0,1,20.35914,85.82264,7.012,1.006,0.2,12.813,11.035,6.585,10.708,1.595,39000,False,True,False,False,False,False,104,0.7,5,1.0,0.0025204788909892,0.0012602394454946
1574,3,2,9,14,3,1,1,0,1,0,20.30911,85.81579,1.708,5.522,5.588,7.243,6.108,1.091,5.484,4.334,35500,True,False,False,False,False,False,68,0.75,6,0.6428571428571429,0.0031766200762388,0.0006353240152477
572,1,1,8,8,0,2,1,1,0,1,20.3561,85.82024,6.686,0.808,0.53,12.468,10.619,6.205,10.41,1.175,20500,True,False,False,False,False,False,104,0.95,5,1.0,0.0034965034965034,0.0034965034965034
1964,3,3,15,15,1,0,1,0,0,0,20.27159,85.82614,2.731,9.783,9.688,3.189,5.522,3.717,1.376,8.606,31500,False,False,True,False,False,False,33,0.3,2,1.0,0.0030549898167006,0.0
904,2,1,10,10,0,0,1,1,0,0,20.35595,85.81366,6.75,0.313,1.171,12.456,10.305,6.103,10.526,0.887,23000,True,False,False,False,False,False,104,0.55,2,1.0,0.0033185840707964,0.0
891,2,2,15,15,1,2,1,0,0,1,20.30597,85.81828,1.275,5.889,5.899,6.891,6.073,1.049,5.062,4.706,20500,False,True,False,False,False,False,68,0.7,5,1.0,0.0044893378226711,0.0022446689113355
2235,3,3,14,18,2,2,1,1,1,1,20.33016,85.8115,4.023,3.177,3.451,9.603,7.658,3.226,7.83,1.99,57500,False,False,False,False,False,False,43,1.2000000000000002,8,0.7777777777777778,0.0026845637583892,0.0008948545861297
1660,3,2,13,13,1,1,1,0,1,1,20.30794,85.87646,5.576,8.697,7.824,9.38,11.511,7.013,6.461,7.977,33500,False,False,False,False,False,False,33,0.75,5,1.0,0.003012048192771,0.0006024096385542
926,1,1,10,10,1,1,1,1,1,1,20.27515,85.83157,2.443,9.49,9.32,3.75,6.103,3.693,1.365,8.329,18000,False,True,False,False,False,False,47,1.0,6,1.0,0.0021598272138228,0.0010799136069114
1499,2,2,8,11,2,0,1,1,0,1,20.36302,85.84566,7.761,3.438,2.258,13.55,12.684,7.835,11.087,3.792,37000,False,False,False,False,True,False,43,0.55,5,0.7272727272727273,0.0026684456304202,0.0
1342,2,2,3,4,1,0,1,0,0,0,20.28263,85.7601,6.882,10.098,10.8,7.394,1.851,5.56,8.222,9.125,24000,True,False,False,False,False,False,53,0.3,2,0.75,0.0029806259314456,0.0
1608,3,2,1,17,0,1,1,0,0,0,20.34199,85.82067,5.118,2.023,1.9,10.9,9.28,4.68,8.857,1.042,36000,True,False,False,False,False,False,104,0.5,2,0.0588235294117647,0.0031094527363184,0.0006218905472636
1076,2,2,5,14,2,0,1,0,1,0,20.29102,85.79473,3.156,7.763,8.141,5.756,3.131,1.92,5.294,6.616,25500,True,False,False,False,True,False,63,0.55,4,0.3571428571428571,0.0037174721189591,0.0
741,1,1,1,11,0,2,1,0,0,1,20.34328,85.85217,5.987,4.429,3.356,11.607,11.476,6.45,9.002,4.117,16500,False,True,False,False,False,False,41,0.7,4,0.0909090909090909,0.0026990553306342,0.0026990553306342
1191,2,2,2,17,0,0,1,0,1,0,20.35511,85.82,6.578,0.832,0.616,12.357,10.51,6.092,10.305,1.076,34500,False,True,False,False,False,True,104,0.55,2,0.1176470588235294,0.0033585222502099,0.0
862,2,1,5,5,0,2,1,0,0,0,20.30157,85.82416,0.609,6.458,6.353,6.436,6.285,1.519,4.397,5.292,17500,False,True,False,False,False,False,68,0.7,3,1.0,0.0034802784222737,0.0023201856148491
1600,3,2,1,15,2,0,1,1,1,0,20.35163,85.84715,6.611,3.646,2.489,12.353,11.792,6.839,9.843,3.583,32500,True,False,False,False,False,False,41,0.8,5,0.0666666666666666,0.003125,0.0
713,1,1,8,17,1,0,1,1,0,1,20.29815,85.80422,2.127,6.795,7.057,6.186,4.395,0.656,5.086,5.618,22000,True,False,False,False,False,False,68,0.55,4,0.4705882352941176,0.002805049088359,0.0
1750,3,2,1,15,1,2,1,1,0,1,20.29925,85.84373,2.036,7.346,6.908,6.713,7.981,3.566,4.028,6.297,39000,False,False,False,False,False,False,34,0.95,6,0.0666666666666666,0.0028571428571428,0.0011428571428571
1796,3,3,8,8,1,1,1,0,0,0,20.35945,85.80972,7.211,0.352,1.543,12.865,10.505,6.477,11.002,1.318,35500,False,True,False,False,False,False,80,0.5,3,1.0,0.0033407572383073,0.0005567928730512
1048,2,2,11,15,2,2,1,0,1,1,20.28041,85.7776,5.193,9.456,9.985,5.829,1.102,4.06,6.399,8.373,23500,False,True,False,False,False,True,53,0.95,7,0.7333333333333333,0.0038167938931297,0.0019083969465648
830,1,1,15,15,1,2,1,1,1,1,20.28732,85.85358,3.186,8.995,8.497,6.094,8.569,4.839,3.185,7.964,21000,False,True,False,False,False,True,33,1.2000000000000002,7,1.0,0.0024096385542168,0.0024096385542168
831,2,1,14,17,2,2,1,1,0,1,20.35372,85.80235,6.811,1.241,2.375,12.306,9.645,5.889,10.617,1.28,22000,True,False,False,True,False,False,80,0.95,7,0.8235294117647058,0.003610108303249,0.0024067388688327
820,2,2,12,12,0,0,1,0,0,1,20.33483,85.85177,5.161,4.836,3.889,10.703,10.811,5.772,8.072,4.299,20000,False,False,False,True,False,False,41,0.3,2,1.0,0.0048780487804878,0.0
1087,2,1,5,19,0,1,1,0,1,0,20.2854,85.84589,2.528,8.843,8.45,5.457,7.74,4.173,2.612,7.76,30500,False,False,False,False,False,True,30,0.75,3,0.2631578947368421,0.0027598896044158,0.0009199632014719
793,2,1,2,12,0,1,1,0,0,0,20.3532,85.81784,6.387,0.793,0.925,12.142,10.218,5.846,10.136,0.767,17500,False,True,False,False,False,False,104,0.5,2,0.1666666666666666,0.0037831021437578,0.0012610340479192
993,2,1,5,10,0,1,1,1,1,0,20.32445,85.78854,4.899,4.583,5.344,9.452,6.112,3.392,8.393,3.655,18500,False,True,False,False,False,False,31,1.0,4,0.5,0.0030211480362537,0.0010070493454179
1517,2,2,12,12,1,2,1,0,0,0,20.29345,85.81643,0.892,7.264,7.304,5.5,5.132,1.118,3.904,6.076,35500,True,False,False,False,False,False,63,0.7,4,1.0,0.002636783124588,0.001318391562294
960,2,1,12,13,1,2,1,1,0,1,20.30194,85.83285,1.086,6.642,6.371,6.631,7.088,2.426,4.267,5.524,25000,True,False,False,True,False,False,42,0.95,6,0.9230769230769232,0.003125,0.0020833333333333
1751,3,3,0,10,1,0,1,0,0,1,20.27152,85.77691,5.666,10.399,10.89,5.25,0.387,4.745,6.256,9.3,22500,False,True,False,False,False,False,53,0.3,3,0.0,0.0034266133637921,0.0
615,2,1,15,15,0,0,1,1,0,1,20.32287,85.81746,3.066,4.011,4.051,8.77,7.353,2.545,6.867,2.833,11500,False,True,False,False,False,False,29,0.55,3,1.0,0.0048780487804878,0.0
1406,2,2,15,15,1,1,1,0,0,0,20.34874,85.82288,5.856,1.512,1.12,11.659,10.04,5.465,9.559,1.033,34000,False,True,False,False,False,False,104,0.5,3,1.0,0.0028449502133712,0.0007112375533428
2325,3,3,12,12,1,1,1,1,1,1,20.27625,85.81232,2.547,9.168,9.256,3.631,4.116,2.789,2.864,7.979,47000,True,False,False,False,False,False,63,1.0,6,1.0,0.0025806451612903,0.0004301075268817
535,1,1,8,8,1,2,1,1,0,1,20.31229,85.79888,3.222,5.366,5.811,7.846,5.277,1.664,6.665,4.235,16000,True,False,False,False,False,False,43,0.95,6,1.0,0.0037383177570093,0.0037383177570093
753,1,1,12,12,0,0,1,1,1,1,20.34334,85.819,5.284,1.819,1.802,11.047,9.317,4.787,9.037,0.812,26500,False,False,False,False,False,False,104,0.8,4,1.0,0.0026560424966799,0.0
890,2,1,3,18,1,1,1,1,0,1,20.31642,85.78734,4.486,5.409,6.092,8.657,5.219,2.873,7.774,4.415,24000,True,False,False,False,False,False,43,0.75,5,0.1666666666666666,0.0033707865168539,0.0011235955056179
1336,3,2,8,8,2,1,1,1,0,0,20.28589,85.8042,2.402,8.148,8.368,4.869,3.613,1.793,4.159,6.967,23000,True,False,False,False,False,False,36,0.75,5,1.0,0.0037425149700598,0.0007485029940119
1077,1,1,12,12,0,0,1,0,0,1,20.28259,85.8099,2.139,8.469,8.599,4.369,4.025,2.07,3.463,7.28,22500,False,True,False,False,False,False,63,0.3,2,1.0,0.0018570102135561,0.0
950,2,2,7,19,2,1,1,0,1,0,20.33933,85.78076,6.626,3.992,5.043,11.282,7.595,5.198,10.211,3.497,18000,False,True,False,False,False,False,31,0.75,5,0.3684210526315789,0.0042105263157894,0.0010526315789473
2671,4,3,10,12,3,1,1,1,0,0,20.29915,85.82301,0.373,6.703,6.623,6.156,6.042,1.417,4.178,5.531,58500,False,False,False,False,False,False,42,0.75,6,0.8333333333333334,0.0026207412953949,0.0003743916136278
899,2,1,6,11,1,2,1,0,0,0,20.28928,85.84333,2.105,8.342,7.965,5.696,7.58,3.759,2.937,7.255,21000,False,False,False,False,False,False,34,0.7,4,0.5454545454545454,0.0033370411568409,0.0022246941045606
1439,2,2,8,8,1,2,1,0,0,1,20.29983,85.79503,3.101,6.809,7.231,6.647,3.896,1.527,5.888,5.675,32000,True,False,False,True,False,False,63,0.7,5,1.0,0.0027797081306462,0.0013898540653231
1144,2,1,9,17,2,1,1,1,0,0,20.3566,85.82985,6.75,1.772,0.605,12.583,11.165,6.512,10.352,2.0,26000,False,True,False,False,False,False,91,0.75,5,0.5294117647058824,0.0026223776223776,0.0008741258741258
1356,2,2,4,17,2,1,1,1,0,0,20.28314,85.79712,3.199,8.564,8.874,4.857,2.816,2.393,4.623,7.4,30000,True,False,False,False,False,False,63,0.75,5,0.2352941176470588,0.0029498525073746,0.0007374631268436
841,2,1,15,20,1,0,1,1,0,1,20.27423,85.79914,3.593,9.503,9.758,3.884,2.724,3.191,4.049,8.329,18500,False,False,False,False,False,False,36,0.55,4,0.75,0.0035671819262782,0.0
910,2,1,5,14,2,1,1,1,0,1,20.31824,85.79317,4.091,4.951,5.56,8.646,5.609,2.555,7.551,3.902,25000,True,False,False,False,False,False,43,0.75,6,0.3571428571428571,0.0032967032967032,0.001098901098901
1325,2,2,4,15,2,0,1,0,0,0,20.26394,85.80028,4.378,10.62,10.835,2.873,2.944,4.256,3.757,9.441,20000,False,True,False,False,False,False,20,0.3,3,0.2666666666666666,0.0030188679245283,0.0
1798,3,3,12,20,3,1,1,1,0,1,20.27617,85.8633,4.614,10.57,10.029,5.943,9.413,6.254,3.139,9.555,28500,True,False,False,True,False,False,33,0.75,7,0.6,0.0033370411568409,0.0005561735261401
1121,2,2,10,19,2,2,1,1,0,1,20.36912,85.84897,8.511,3.925,2.802,14.287,13.435,8.596,11.796,4.425,27000,False,False,False,False,False,False,43,0.95,7,0.5263157894736842,0.0035682426404995,0.0017841213202497
1039,2,1,12,12,0,2,1,0,0,0,20.28795,85.84352,2.181,8.486,8.113,5.575,7.562,3.832,2.8,7.397,18500,True,False,True,False,False,False,34,0.7,3,1.0,0.0028873917228103,0.0019249278152069
1321,2,2,13,13,2,0,1,0,0,1,20.3003,85.83096,0.82,6.758,6.529,6.409,6.828,2.23,4.108,5.625,25000,False,True,False,False,False,False,42,0.3,4,1.0,0.0030280090840272,0.0
699,2,1,5,18,2,0,1,1,0,0,20.2957,85.84432,2.068,7.729,7.304,6.38,7.895,3.672,3.655,6.67,12500,False,True,False,False,True,False,30,0.55,4,0.2777777777777778,0.0042918454935622,0.0
460,1,1,7,8,1,2,1,1,1,0,20.28441,85.8594,3.865,9.573,9.027,6.247,9.107,5.519,3.333,8.568,13000,False,True,False,False,True,False,33,1.2000000000000002,6,0.875,0.0043478260869565,0.0043478260869565
515,2,1,14,14,0,1,1,1,0,0,20.35097,85.80577,6.406,1.143,2.133,11.961,9.477,5.549,10.213,0.823,12500,False,True,False,False,False,False,80,0.75,3,1.0,0.0058252427184466,0.0019417475728155
1588,3,2,0,4,3,2,1,0,0,1,20.304,85.82395,0.88,6.189,6.083,6.702,6.415,1.529,4.663,5.024,42500,False,False,False,False,True,False,68,0.7,7,0.0,0.0031486146095717,0.0012594458438287
1356,2,2,0,17,1,2,1,0,0,1,20.34024,85.80236,5.424,2.333,3.089,10.822,8.237,4.406,9.218,1.405,31000,False,False,False,False,False,False,31,0.7,5,0.0,0.0029498525073746,0.0014749262536873
601,1,1,8,8,0,1,1,0,0,0,20.33254,85.80439,4.562,3.044,3.586,9.944,7.537,3.527,8.347,1.939,14000,False,True,False,False,False,False,43,0.5,2,1.0,0.0033277870216306,0.0016638935108153
1286,2,2,2,17,2,1,1,1,0,1,20.30566,85.81713,1.312,5.913,5.948,6.857,5.959,0.929,5.076,4.728,31500,True,False,False,True,False,False,68,0.75,6,0.1176470588235294,0.0031104199066874,0.0007776049766718
1388,2,2,8,8,0,0,1,1,0,1,20.30492,85.80342,2.407,6.063,6.371,6.938,4.881,0.766,5.724,4.893,27000,False,True,False,False,False,False,63,0.55,3,1.0,0.0028818443804034,0.0
2405,3,3,9,18,3,2,1,0,1,1,20.28456,85.83478,1.672,8.551,8.313,4.845,6.588,3.212,2.325,7.411,49000,True,False,False,False,False,False,68,0.95,8,0.5,0.0024948024948024,0.0008316008316008
370,1,1,0,9,1,0,1,1,0,0,20.29008,85.85124,2.868,8.609,8.124,6.198,8.401,4.515,3.322,7.575,8500,False,True,False,False,False,False,33,0.55,3,0.0,0.0054054054054054,0.0
882,2,2,10,19,1,1,1,0,0,1,20.27736,85.82581,2.088,9.143,9.046,3.802,5.527,3.144,1.872,7.968,16500,True,False,True,False,False,False,33,0.5,4,0.5263157894736842,0.0045351473922902,0.0011337868480725
1380,3,2,2,13,1,1,1,0,0,1,20.37019,85.81137,8.351,1.289,1.872,14.048,11.684,7.674,12.123,2.473,25500,False,True,False,False,False,False,80,0.5,4,0.1538461538461538,0.0036231884057971,0.0007246376811594
1162,2,2,0,19,0,2,1,1,0,1,20.26311,85.85002,4.532,11.308,10.957,3.977,8.066,5.976,1.433,10.198,22000,True,False,False,False,False,False,47,0.95,5,0.0,0.0034423407917383,0.0017211703958691
1000,1,1,2,4,1,2,1,0,0,0,20.26657,85.84538,3.94,10.787,10.473,3.818,7.548,5.362,0.999,9.664,18000,False,True,False,False,False,False,47,0.7,4,0.5,0.002,0.002
1622,3,2,1,11,2,0,1,0,0,0,20.3679,85.79678,8.491,1.976,3.065,13.95,11.008,7.536,12.298,2.785,33500,True,False,False,True,False,False,80,0.3,3,0.0909090909090909,0.00308261405672,0.0
595,1,1,7,18,1,0,1,1,0,0,20.2732,85.83782,2.901,9.853,9.608,3.861,6.743,4.284,1.068,8.711,14000,False,False,False,False,False,False,47,0.55,3,0.3888888888888889,0.0033613445378151,0.0
539,1,1,15,15,0,2,1,1,0,1,20.36581,85.81795,7.781,0.944,1.045,13.545,11.488,7.237,11.514,2.047,18000,True,False,False,False,False,False,80,0.95,5,1.0,0.0037105751391465,0.0037105751391465
663,1,1,6,17,0,1,1,1,0,1,20.2863,85.86143,4.003,9.503,8.924,6.545,9.351,5.654,3.631,8.519,13500,True,False,False,True,False,False,33,0.75,4,0.3529411764705882,0.0030165912518853,0.0015082956259426
1767,2,2,9,11,2,0,1,1,0,0,20.26577,85.84652,4.08,10.909,10.585,3.852,7.674,5.509,1.091,9.789,30500,True,False,False,False,False,False,47,0.55,4,0.8181818181818182,0.0022637238256932,0.0
2667,4,4,0,13,3,1,1,1,0,0,20.27394,85.82772,2.487,9.549,9.431,3.486,5.694,3.572,1.448,8.377,33000,False,True,False,False,False,False,33,0.75,6,0.0,0.0029996250468691,0.0003749531308586
1576,2,2,5,9,0,0,1,1,0,1,20.32908,85.81328,3.849,3.294,3.495,9.472,7.656,3.124,7.656,2.104,32000,True,False,False,False,False,False,29,0.55,3,0.5555555555555556,0.0025380710659898,0.0
1278,2,2,6,7,1,0,1,0,0,0,20.3544,85.82441,6.483,1.282,0.478,12.295,10.663,6.114,10.161,1.386,28000,False,True,False,False,False,False,104,0.3,2,0.8571428571428571,0.0031298904538341,0.0
1375,2,2,13,13,0,1,1,1,0,1,20.29518,85.84791,2.444,7.946,7.473,6.5,8.229,4.051,3.704,6.91,38500,False,False,False,False,False,False,68,0.75,4,1.0,0.0029090909090909,0.0007272727272727
1469,2,2,10,17,1,1,1,0,0,1,20.28882,85.79718,2.962,7.943,8.276,5.428,3.164,1.89,4.945,6.784,36500,True,False,False,False,False,False,63,0.5,4,0.5882352941176471,0.0027229407760381,0.0006807351940095
1424,2,2,4,17,1,0,1,1,0,1,20.36149,85.82652,7.274,1.443,0.375,13.096,11.457,6.932,10.921,2.058,30500,False,True,True,False,False,False,91,0.55,4,0.2352941176470588,0.0028089887640449,0.0
1395,2,2,10,20,2,2,1,1,0,0,20.36534,85.8175,7.734,0.875,1.038,13.492,11.422,7.179,11.471,1.984,35000,False,True,False,False,False,False,91,0.95,6,0.5,0.0028673835125448,0.0014336917562724
950,1,1,8,20,1,1,1,0,0,0,20.36523,85.82151,7.693,1.146,0.79,13.486,11.586,7.227,11.394,2.111,27000,False,True,False,False,True,False,91,0.5,3,0.4,0.0021052631578947,0.0010526315789473
1325,3,2,4,7,2,2,1,0,0,1,20.28835,85.83566,1.448,8.172,7.909,5.272,6.782,3.071,2.742,7.041,24500,False,True,False,False,False,False,68,0.7,6,0.5714285714285714,0.0037735849056603,0.0015094339622641
1480,3,3,0,7,0,2,1,1,0,1,20.25654,85.8052,4.838,11.389,11.537,1.916,3.725,4.987,3.34,10.202,20500,False,True,False,True,False,False,46,0.95,5,0.0,0.004054054054054,0.0013513513513513
664,1,1,14,14,1,1,1,1,0,0,20.34644,85.84823,6.12,3.918,2.825,11.825,11.439,6.444,9.284,3.677,18000,True,False,False,False,False,False,41,0.75,4,1.0,0.003012048192771,0.0015060240963855
1153,2,2,12,18,0,2,1,1,1,1,20.34892,85.81961,5.895,1.287,1.201,11.668,9.886,5.408,9.635,0.697,40000,False,False,False,False,False,False,104,1.2000000000000002,6,0.6666666666666666,0.0034692107545533,0.0017346053772766
2141,4,4,15,15,2,2,1,0,0,0,20.26778,85.8012,3.978,10.184,10.398,3.161,2.948,3.818,3.689,9.005,25000,False,True,False,False,False,False,20,0.7,5,1.0,0.0037365716954694,0.0009341429238673
